topic, word, score
2,vote,0.0229199205011375
2,cuts,0.0219785037175918
2,bill,0.0217118795339481
2,congress,0.020266565593889
2,fiscal,0.0195425039068066
2,percent,0.0192815029342055
2,rep,0.0180969624218887
2,taxes,0.017674069321547
2,cut,0.0174544967406053
2,deficit,0.017141003076988
2,committee,0.0160255356201045
2,government,0.0153033389269964
2,programs,0.0152090649129912
2,armey,0.01384744954053
2,medicaid,0.0134016625952697
2,legislation,0.01330809894132
2,administration,0.0125308425233812
2,r,0.012530130373655
2,amendment,0.0113793167556633
2,congressional,0.011172707675779
2,eliminate,0.0111100431842096
2,reduction,0.0108717178560257
2,increase,0.0108628184697061
2,gorton,0.0106295127554009
2,democratic,0.0105710774404391
2,lawmakers,0.0104824556101811
2,domenici,0.0102312856203445
2,president,0.0100841724932768
2,plan,0.0100378328693358
2,votes,0.00988828670976739
2,veto,0.00971183214793838
2,subcommittee,0.0094056014444955
2,proposed,0.00904727588697971
2,kasich,0.00874233423310458
2,welfare,0.00821028599190464
2,state,0.00815422299354881
2,voting,0.00811934588373214
2,agencies,0.00806900801695784
2,voted,0.00788205722623757
2,bush,0.00780017082724312
2,marlenee,0.00774170244565133
2,democrat,0.00749773276251998
2,newt,0.00731070895590126
2,reform,0.00722341925085284
2,reductions,0.00716245617107146
2,speaker,0.007111053049079
2,funding,0.00701853051516607
2,income,0.00699442528552194
2,services,0.00699166155604579
2,appropriators,0.00697882391998581
2,election,0.00697419467639478
2,gramm,0.00697250523463987
2,sen,0.00686195981049896
2,defense,0.00682389984873846
2,health,0.00674061463015949
2,reduce,0.00639028521314385
2,a1,0.00635650106691519
2,conservatives,0.00632598965313821
2,202,0.0063112729618966
2,savings,0.00630963438773034
2,increases,0.00618329600755172
2,leadership,0.00605547233128286
2,department,0.00599461617098784
2,nv,0.00578283550341495
2,legislative,0.00568351810081088
2,x,0.00566664640916954
2,approved,0.00558150346908817
2,subc,0.00553777072847586
2,leaders,0.00553001093488219
2,majority,0.00545017406790363
2,aid,0.00528795799193196
2,amendments,0.0052526856878584
2,dole,0.00521666009344949
2,housing,0.00519279804723936
2,delay,0.00516587618290956
2,bills,0.00511888062237415
2,balanced,0.00503984651090926
2,negotiators,0.00501995651874486
2,voters,0.00496126372174314
2,moderates,0.00493262674055469
2,agency,0.00491276954411702
2,proposal,0.00473294770879071
2,measure,0.00465216734346266
2,subsidies,0.00462556018054466
2,revenue,0.00450870667372278
2,bipartisan,0.00438312368139786
3,art,0.127758983090901
3,museum,0.0735177999239253
3,gallery,0.0547658810416542
3,artists,0.0533827964850308
3,sculpture,0.0500488508552122
3,artist,0.0335993356051338
3,exhibition,0.0236652361820586
3,sculptures,0.017516160594116
3,exhibit,0.0173997083994154
3,work,0.0157566856421173
3,curator,0.013802677377024
3,paintings,0.0136839569981024
3,works,0.0135897871066955
3,show,0.0119100289459065
3,collection,0.0115369058823677
3,wpa,0.0112053982757325
3,galleries,0.0112017974908643
3,glass,0.0110632430813921
3,painting,0.0110630952403458
3,corcoran,0.0102176968736261
3,design,0.0102172798225826
3,exhibitions,0.00943857650268172
3,contemporary,0.00940911940431876
3,visual,0.0084248349388757
3,sculptor,0.00839527908776745
3,museums,0.00826837123650442
3,pieces,0.00770997717705285
3,installation,0.00770706157339213
3,piece,0.0068334501938272
3,display,0.00673488549382355
3,crafts,0.00655889501976958
3,artwork,0.0064785979121728
3,building,0.00613481235293764
3,space,0.00612714845386881
3,puryear,0.00610951840799434
3,foot,0.00596466963457686
3,bronze,0.00578643228049336
3,curators,0.00566801615562359
3,serra,0.0056429583538198
3,project,0.00560860596189621
3,public,0.00551920305225936
3,arts,0.00545860072998422
3,steel,0.00544173159386006
3,maki,0.00529472777294474
3,architecture,0.0052086169771795
3,painter,0.00518311972222428
3,holzer,0.00514949733690345
3,painted,0.00514598941462683
3,studio,0.00508500103576538
3,ceramic,0.00505777878576051
3,collectors,0.00496136458391698
3,objects,0.00491408994869063
3,drawings,0.00479738593435001
3,furniture,0.00465892314175607
3,ceramics,0.00452196295880852
3,garden,0.00447508119376291
3,prints,0.00439744417177816
3,installed,0.00433822552497462
3,wood,0.00423571709467167
3,street,0.00423057884841834
3,chihuly,0.00416648939612104
3,sculptors,0.0041315312600008
3,materials,0.0040908204792519
3,craft,0.004065928198585
3,commission,0.00404174486449794
3,walls,0.00403761469694983
3,northwest,0.00402101074497077
3,metal,0.00401434561500902
3,neon,0.00399821605511842
3,spaces,0.00389058354455652
3,sculptural,0.00374222363516474
3,collections,0.00371687044541651
3,installations,0.00368177873416854
3,armajani,0.00365913829215871
3,center,0.00364933431569034
3,architectural,0.0036237877343269
3,broun,0.0036069727795585
3,abstract,0.00355038460413511
3,artworks,0.00354767826166639
3,color,0.00342645837378706
3,hirshhorn,0.00340986015219118
3,surls,0.00336547054250283
3,plaza,0.00336134752925564
3,juried,0.00334735927519978
3,ruffner,0.00329063818614285
3,photography,0.00324652828085101
3,borofsky,0.00323634399923767
3,site,0.00322120424129715
3,auction,0.00317792279704659
3,landscape,0.00317389144074092
3,wall,0.00317065259371837
3,nw,0.00312338467794027
3,murals,0.00308137057508153
3,avenue,0.00306315903052236
3,kucera,0.00296061381912407
3,whitney,0.00293458988814965
3,lewitt,0.0028987978296349
3,acrylic,0.00289330460158339
3,watercolors,0.00287778630315737
3,decorative,0.00286913630886951
4,county,0.0587381651376777
4,city,0.0480538535405551
4,park,0.0284851308324032
4,council,0.024219615728457
4,building,0.0209924656249169
4,mural,0.019943342010545
4,commission,0.0199179482424693
4,center,0.0194000478287025
4,downtown,0.0190029623602647
4,school,0.0163896601849764
4,murals,0.0145111422580282
4,design,0.0140933107621687
4,street,0.0128168525141859
4,community,0.0123053041565881
4,buildings,0.0123030324511296
4,district,0.0122038413061862
4,project,0.0118483987413669
4,construction,0.0112864608234808
4,redmond,0.0111912610150084
4,residents,0.0111067197099267
4,anc,0.0108108882426916
4,kent,0.00915297445943537
4,area,0.00908930474246123
4,site,0.00896569079926692
4,nw,0.00840465161280676
4,students,0.00789137127206761
4,loudoun,0.00758648792972969
4,parking,0.00753849040521575
4,town,0.00748055497721907
4,zoning,0.00736154147444043
4,mayor,0.00736141515915615
4,king,0.00712249192435893
4,parks,0.0071057520392243
4,library,0.00699851841375763
4,public,0.00695425568577118
4,elementary,0.00694807138144879
4,metro,0.00679473939468959
4,plan,0.00655785957633755
4,historic,0.00655366201117592
4,avenue,0.00641734111349115
4,neighborhood,0.00640512029178893
4,square,0.00604863623112618
4,architecture,0.00598069629121443
4,property,0.00596799735512228
4,leesburg,0.0058904214860891
4,projects,0.00584338416132523
4,recreation,0.00575336380965517
4,schools,0.00572108748887099
4,edmonds,0.00567387837603231
4,architects,0.00566473438565601
4,portland,0.00562280329918993
4,proposed,0.00554932914218677
4,developers,0.00544002830640673
4,architectural,0.00538682553185105
4,facility,0.00534143194512429
4,housing,0.00533568596216677
4,statue,0.00533152254004557
4,officials,0.00529598860491906
4,westlake,0.00520752772416337
4,arts,0.00511776145213651
4,lynnwood,0.00506666393705793
4,department,0.00503680553873809
4,montgomery,0.00503597609155442
4,hotel,0.00497317511155923
4,hall,0.00495195956047373
4,board,0.00483838304331212
4,residential,0.00479366888922966
4,program,0.00470737741631644
4,development,0.00460025762795511
4,kaskey,0.0045828673269856
4,prince,0.00453445816860095
4,river,0.00451255068124303
4,everett,0.00428528126651885
4,foot,0.00426844249555495
4,proposal,0.00421363599713844
4,streets,0.00420443952919942
4,renovation,0.00420037460743939
4,zgf,0.00418554777433142
4,rockville,0.00414337569277314
4,built,0.0040771345912815
4,frasca,0.00407171161204151
4,ordinance,0.00398125792273277
4,ballston,0.00389187745406794
4,space,0.00384646352584175
4,enumclaw,0.00383351050477417
4,renton,0.00380012508164294
4,businesses,0.00378100078394117
4,cost,0.00377695956079229
4,office,0.00366901787334129
4,councilman,0.00362826930341069
4,local,0.003540342113928
4,eastside,0.0035381394463775
4,facilities,0.00352447438963761
4,transit,0.00350872150972218
4,land,0.0034806573238425
4,tukwila,0.00346343865015338
4,urban,0.00345077821055537
4,convention,0.00341057786199863
4,herndon,0.00336084903036763
4,volunteers,0.00329235302841991
5,abortion,0.0458909826739972
5,helms,0.035497323271669
5,republican,0.0311699665704497
5,bush,0.0257138669213018
5,buchanan,0.0252372656882194
5,conservatives,0.019320138715389
5,gantt,0.0190065956916797
5,conservative,0.0173516528678127
5,political,0.0169269426826855
5,dole,0.0152885046879451
5,party,0.0141539787711408
5,democratic,0.014133198036776
5,democrats,0.0140646363729093
5,government,0.0138666606097869
5,republicans,0.0129782067662696
5,liberal,0.0127944412356378
5,right,0.0126598057260934
5,constitutional,0.0110660045890569
5,speech,0.0110112594895721
5,gop,0.0110051863831413
5,religious,0.0109921060153155
5,rights,0.0105763652493595
5,voters,0.0101343074163262
5,issues,0.00987109317449502
5,liberals,0.00968728436509176
5,christian,0.00954850222082647
5,campaign,0.00944856823251084
5,coalition,0.00933382789808971
5,amendment,0.00891208175720773
5,election,0.00867387191143978
5,dobson,0.00860833091122505
5,sex,0.00833910267579448
5,norquist,0.00813953764359194
5,politics,0.00808671984323913
5,candidates,0.0078680453375774
5,race,0.00776773949188273
5,platform,0.00760549307445462
5,values,0.00739612440893411
5,moral,0.00716638502107716
5,issue,0.00710430780236378
5,polls,0.00635614241678061
5,candidate,0.00614206125928632
5,gay,0.00613092638002269
5,americans,0.00588165006922794
5,senator,0.0058302627790009
5,welfare,0.00575193097045716
5,homosexuals,0.0057451791972839
5,lind,0.00555763158212452
5,president,0.00549014022044639
5,social,0.00540396631313266
5,censorship,0.00525746894134675
5,anti,0.00521953679542782
5,family,0.00505374356066857
5,abortions,0.00503704092207681
5,jesse,0.00499707914180179
5,carolina,0.0049898418756268
5,reagan,0.00492255878950276
5,schools,0.00472158964917448
5,education,0.00466570323389422
5,pornography,0.00465189554916888
5,students,0.00452751277195205
5,agenda,0.00444786338773052
5,baptists,0.00441989188741743
5,civil,0.00436173027191963
5,america,0.00424960049902143
5,public,0.00424669493560267
5,gingrich,0.00423287226897597
5,school,0.00418981584077076
5,branstad,0.00411651859874601
5,vote,0.0041153654379955
5,state,0.00397546044433949
5,church,0.00392716415534247
5,inslee,0.00392568535640815
5,court,0.00389903874336129
5,prayer,0.00381995929782413
5,democrat,0.00376640901275803
5,elections,0.00373601946122395
5,hagelin,0.00368508737065451
5,reform,0.00368116242931038
5,homosexual,0.00361481908917363
5,presidential,0.0036092514844214
5,robertson,0.00358594163043049
5,north,0.00357622973282004
5,christians,0.00356896867525716
5,homosexuality,0.00355385941944022
5,democracy,0.00346179877367883
5,politicians,0.00345321319795627
5,policy,0.00341631345419828
5,sexual,0.00341430720651348
5,women,0.00340139332539497
5,convention,0.00338641857898995
5,flag,0.00336511848109834
5,morality,0.00336437699251131
5,reed,0.0033556636723725
5,pro,0.00333059261054328
5,mawyer,0.00330696082316337
5,newt,0.00327722057162546
5,ban,0.00325868684989744
5,religion,0.00316282783608006
5,debate,0.00315847662220869
6,art,0.0371384769728663
6,paintings,0.0335569648907753
6,exhibition,0.0309683799434999
6,painting,0.0252705929185145
6,museum,0.0244866569828976
6,show,0.0169805938378716
6,century,0.0156297669276824
6,painted,0.0132096961144128
6,objects,0.0130184401137672
6,pictures,0.0119247279447088
6,images,0.0113202975314946
6,catalogue,0.0110304545523905
6,picasso,0.0108901307447188
6,gallery,0.0100996246657032
6,monet,0.00958622460866434
6,portraits,0.00890007058968447
6,vermeer,0.00879343753135171
6,painter,0.00878803079486118
6,mapplethorpe,0.0084247026975747
6,artist,0.00840271711738195
6,braque,0.00792201160428896
6,abstract,0.00788034745796277
6,portrait,0.0078402928000059
6,curator,0.00734363501920431
6,works,0.00714304755129244
6,photographs,0.00684160117801726
6,retrospective,0.00683423751719707
6,matisse,0.00680895186239223
6,berlin,0.00641741671907099
6,boccioni,0.00614938631561656
6,gogh,0.00591601713835178
6,polke,0.00557612451480987
6,cadmus,0.00557335885795613
6,exhibit,0.00550943566171911
6,19th,0.00545737035252964
6,modern,0.00518217102729998
6,drawings,0.00511167844062553
6,color,0.0050977323103226
6,paris,0.00498268233590945
6,mondrian,0.00488783362389877
6,twombly,0.00484960050005264
6,cezanne,0.00469301131814305
6,collection,0.00468590329708596
6,sabah,0.00466860154755568
6,landscapes,0.00458506560704222
6,codman,0.00457659952492052
6,michelangelo,0.00449687655880824
6,museums,0.00441588578762061
6,painters,0.00439429943265397
6,photography,0.00437825140048689
6,miro,0.00434234497323154
6,french,0.00430448787105701
6,boilly,0.00428269983565188
6,black,0.00425548338859712
6,de,0.00413798875937704
6,view,0.00409268436041685
6,morrisroe,0.00408716875193355
6,zurbaran,0.00402340532777322
6,colescott,0.00400482399256882
6,jimenez,0.00399431918992532
6,manet,0.00389309004123859
6,canvases,0.00389099404273085
6,bonnard,0.00381626719729826
6,german,0.00381260426937058
6,japanese,0.00380608285917453
6,nudes,0.0037876827641562
6,brushwork,0.00377908499819232
6,paint,0.00375391887031687
6,artists,0.00372619697975175
6,mcelroy,0.00362787504128549
6,courbet,0.00356146204106739
6,vuillard,0.00352797647677032
6,nauman,0.00347805457045832
6,france,0.00347614717924464
6,plaster,0.00347014677659566
6,bearden,0.00345791984881224
6,world,0.00341708712323222
6,viewer,0.00340859498632821
6,sotheby,0.00339842527769862
6,cubism,0.00338739133796117
6,expressionism,0.00337976893612406
6,abstraction,0.00334505420013347
6,emperor,0.00334480802335293
6,mies,0.00331850237602202
6,corcoran,0.00330472453087097
6,lomas,0.00329700533896219
6,dutch,0.00316391561943587
6,vaquero,0.00315476821109247
6,london,0.00312779692231498
6,kooning,0.00309152250583024
6,nazca,0.00308096241391553
6,colors,0.00301834231099632
6,work,0.0029970571087676
6,canvas,0.00295838347775218
6,jaar,0.00295743876126074
6,cubist,0.0029450866132353
6,canaletto,0.00294324905549716
6,cassatt,0.00293211110827782
6,nude,0.00291642975173884
6,landscape,0.00290439181210111
7,film,0.0391854680577853
7,poetry,0.025190549871906
7,book,0.0214438832260758
7,writers,0.0163051183472358
7,poet,0.0151371821046385
7,poems,0.0150783199955051
7,novel,0.0134920110459941
7,films,0.0120769387697532
7,poets,0.0120306084803262
7,writing,0.0120169373164209
7,literary,0.011724405318396
7,fiction,0.0110496007983981
7,movie,0.00994384069923597
7,books,0.00956476167262596
7,story,0.00955443959896351
7,writer,0.00935859292227549
7,mins,0.00838781439141101
7,stories,0.00835276713619787
7,mother,0.0072302304806835
7,father,0.0070243339413641
7,poem,0.00599029131434792
7,alexie,0.0058029118320961
7,love,0.00580025522167125
7,zigun,0.00579947977776807
7,characters,0.00578063796155458
7,ms,0.00572447335684948
7,published,0.00554757705637996
7,yaak,0.00539163881751241
7,linklater,0.00510784173774928
7,write,0.00510259015191969
7,theremin,0.00509348142844469
7,documentary,0.00501834719779006
7,shacochis,0.00491505422764821
7,sakya,0.00486146219424886
7,graney,0.00479256963406589
7,read,0.00467559927833913
7,reading,0.00442407867576095
7,author,0.00417068172304574
7,sapphire,0.00407422490345044
7,literature,0.00393321492929527
7,wiseman,0.00386764436571436
7,filmmakers,0.003865533422355
7,wyler,0.00358407208436196
7,novelist,0.00349957320738672
7,family,0.0034941690493983
7,siff,0.00346487662371301
7,coney,0.00343418966890796
7,short,0.00329640098137654
7,novels,0.00325424012726893
7,tuna,0.00322051530979283
7,mille,0.00318989224933529
7,carver,0.00315622273318794
7,comedy,0.00309114724102848
7,award,0.00305900573258312
7,prize,0.00304987555371947
7,tales,0.00300523755189333
7,movies,0.00296904728884828
7,publishers,0.00288369501912176
7,world,0.00287302213989567
7,young,0.00287273482878133
7,knopf,0.00286591310268155
7,iguana,0.00285499212466148
7,soltes,0.0027906442481511
7,press,0.00278335088258621
7,publishing,0.00275469733314848
7,readings,0.00274306747352425
7,girl,0.00268121064181983
7,tale,0.00264869451364376
7,filmmaker,0.00264293564525438
7,english,0.0025876883345523
7,didn,0.00254484522712791
7,poison,0.00251460386826408
7,script,0.00251401198637317
7,hamill,0.00248456240831144
7,tibetan,0.00247812842054427
7,lives,0.00247339650168692
7,boy,0.00244933998307338
7,egyptian,0.00242134574429414
7,wagoner,0.00240800321879799
7,harley,0.00234530564676643
7,work,0.00233608827024082
7,cinema,0.00231680788018649
7,zaloom,0.00227905835841337
7,bass,0.00226722514341208
7,home,0.00224242903674113
7,laureate,0.00223092821261139
7,childhood,0.00221251804318356
7,kids,0.0021822208158629
7,tibet,0.00217584652749292
7,janowitz,0.0021702077438912
7,writes,0.00216055674090213
7,video,0.00215446432799047
7,sears,0.00213975201915523
7,authors,0.00212153503421027
7,driver,0.00210927766062956
7,son,0.00208943116571423
7,daughter,0.00208257274866914
7,storytelling,0.00206425789102329
7,finley,0.00206198128043581
7,sundance,0.00205537689337411
8,nea,0.183855879721042
8,frohnmayer,0.0797325149204724
8,endowment,0.072833810061572
8,helms,0.0452546896894704
8,arts,0.0401972963783151
8,mapplethorpe,0.0392543771918505
8,senate,0.0353534206786707
8,amendment,0.0314200636829242
8,art,0.0312507305910361
8,obscene,0.0294575081661374
8,radice,0.02751959345917
8,agency,0.0273592885384758
8,artists,0.0256396741241536
8,appropriations,0.0246960100331158
8,obscenity,0.0244056899061859
8,grants,0.0233313281027221
8,serrano,0.021814004013583
8,congress,0.0215029042575702
8,funding,0.02124522509578
8,yates,0.0209646366287184
8,subcommittee,0.0202288175632947
8,corcoran,0.0191508380850819
8,reauthorization,0.0189779756434093
8,grant,0.0174583291167493
8,federal,0.0168458302238643
8,legislation,0.0165691959367855
8,chairman,0.0159684791187483
8,y,0.0146461762513884
8,decency,0.0145616417453663
8,rep,0.0136660807783588
8,rohrabacher,0.0135749706344448
8,sen,0.0134816750975454
8,cahall,0.0128889809517096
8,artistic,0.0124026059734693
8,yesterday,0.0122175112158329
8,regula,0.0115030467442255
8,restrictions,0.0114410499878311
8,congressional,0.0113042010856791
8,vote,0.0111099735975645
8,censorship,0.0111069582598358
8,wildmon,0.011013988705458
8,orr,0.0104411021040051
8,r,0.0102011211956424
8,panel,0.0100601693306578
8,offensive,0.00989970531205846
8,murals,0.00969871925550093
8,controversial,0.00931661646421555
8,support,0.00925638751878423
8,alexander,0.00923685574530001
8,finley,0.00918265446342002
8,decision,0.00914872057726885
8,house,0.00914684483364171
8,debate,0.009128620772969
8,controversy,0.00843038165679377
8,spafford,0.00834789609530423
8,exhibit,0.00817291215570829
8,republican,0.00810438132359743
8,political,0.0080380503381831
8,committee,0.00798245441384701
8,council,0.00771862220416819
8,athey,0.00755666879717166
8,jesse,0.00749848303480623
8,urine,0.00747671508401966
8,conferees,0.00730709296701934
8,armey,0.00728605186863652
8,indecent,0.00694609941493933
8,bill,0.00678612690064476
8,national_endowment_arts,0.00666858464754493
8,andres,0.00664918498649511
8,members,0.00659709695897609
8,government,0.00625569574704241
8,crucifix,0.00619938123289806
8,senator,0.0061002660640928
8,homoerotic,0.00608161896955063
8,expression,0.00606845509951245
8,approved,0.00606788826431501
8,artist,0.00602134311176381
8,gunderson,0.00580746685896433
8,felzenberg,0.005804014902162
8,funds,0.00569613606963405
8,photographs,0.00568476680406449
8,court,0.00563428410063334
8,reauthorize,0.0056069459322575
8,voted,0.00556494947456007
8,senators,0.00553884281669463
8,pornography,0.00545605025697367
8,n,0.00542559544101086
8,bush,0.00542305202344863
8,neh,0.00541014518446543
8,hughes,0.0053899945986231
8,appropriation,0.00538063085675036
8,language,0.00522162463347416
8,conservatives,0.00518176044020948
8,money,0.00505863161565365
8,agencies,0.0049827767342968
8,explicit,0.00496657580345366
8,sexual,0.00489221446065877
8,wojnarowicz,0.00481782710495124
8,endowments,0.00480480269271559
8,peer,0.00478878647201079
9,bush,0.0314664533548575
9,clinton,0.0279800493700675
9,buchanan,0.0163921947464988
9,president,0.0155450040904237
9,aids,0.0130694956107235
9,quayle,0.0122780348388447
9,nbc,0.012174277510737
9,actor,0.0113104933992546
9,tsongas,0.0110245902246143
9,cbs,0.00951769871099271
9,abc,0.00941979594002065
9,channel,0.00908359565527832
9,actress,0.00877571480535785
9,tv,0.00835068642437083
9,cc,0.00799684532475239
9,movie,0.00781803184782106
9,hollywood,0.00692035637398932
9,kerrey,0.00656325641209876
9,albee,0.00646233179721491
9,campaign,0.00638711987285432
9,gore,0.00626761817643195
9,dukakis,0.00620320659015515
9,perot,0.00574262296211777
9,weinschel,0.00572177115085432
9,night,0.00567075695984459
9,hillary,0.00521639699815086
9,letterman,0.00519928039950032
9,gay,0.00506917577646312
9,celebrity,0.00506101640573059
9,cnn,0.00500316211748452
9,oscar,0.00490365843295786
9,yesterday,0.00484064610044941
9,monette,0.00476700046087429
9,star,0.00474650588332438
9,calendar,0.00467196192331709
9,wife,0.00464999804372052
9,reeve,0.00464490416151029
9,news,0.00459615306470843
9,pomegranate,0.00451887377130201
9,show,0.00447476049148295
9,hwpc,0.00435160148621021
9,ntd,0.00434516371551502
9,reagan,0.00421999093047367
9,york,0.00416679137271943
9,presidential,0.00415395906488634
9,stars,0.00391677801593283
9,sen,0.00375423245812722
9,celebrities,0.00373380169589842
9,producer,0.00360953038547965
9,feigen,0.00353918184427164
9,white,0.00351694954970084
9,villella,0.00350151428434565
9,tipper,0.00349242468392413
9,movies,0.00343622312780845
9,kennedy,0.0033912619984706
9,husband,0.00331681549567304
9,cancer,0.00316843530809518
9,lady,0.0031602371647895
9,secretary,0.00309190252790101
9,vice,0.00307911562957832
9,sinatra,0.00306236717180884
9,bissell,0.00304256463642466
9,magnuson,0.00301391182813891
9,olmos,0.00293090437468905
9,playwright,0.00292593082488803
9,streisand,0.00288838421180468
9,kushner,0.002869982499366
9,medal,0.00284453186376375
9,machado,0.00269908774036525
